PAYER NAME,STATE NAME,ACRONYM,EXPANSION,Explanation,Coverage Status
MVP Health Care,New York,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,California,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,California,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,California,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
MVP Health Care,New York,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
MVP Health Care,New York,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,California,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,California,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
MVP Health Care,New York,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Colorado,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Colorado,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Colorado,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
My Choice Wisconsin,Wisconsin,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
My Choice Wisconsin,Wisconsin,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Colorado,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Colorado,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
My Choice Wisconsin,Wisconsin,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Connecticut,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Connecticut,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Connecticut,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
My Choice Wisconsin,Wisconsin,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
My Choice Wisconsin,Wisconsin,Tier 6,Select Care Drugs,"Zero-dollar ($0) cost tier. This tier includes limited drug categories (i.e., certain high blood pressure, high cholesterol, vaccines, and oral diabetic drugs).",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Connecticut,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Connecticut,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Nebraska Total Care,Nebraska,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Delaware,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Delaware,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Delaware,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Nebraska Total Care,Nebraska,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
Nebraska Total Care,Nebraska,Tier 4,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Delaware,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Delaware,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Neighborhood Health Plan of Rhode Island,Rhode Island,OTC,Over the counter,An OTC drug is a non-prescription drug.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,District of Columbia,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,District of Columbia,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,District of Columbia,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Neighborhood Health Plan of Rhode Island,Rhode Island,QL,Quantity Limit,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Neighborhood Health Plan of Rhode Island,Rhode Island,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,District of Columbia,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,District of Columbia,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,QL,Quantity Limit,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Florida,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Florida,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Florida,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
Oscar Health ,New Jersey,SP,Speciality Pharmacy,"Specialty drugs are used to treat difficult, long-term conditions. You may need to get this drug through a specialty pharmacy.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Florida,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Florida,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,SPC ,Not Restricted to Specialty, It indicates that the medication does not require prescribing by a specialty provider and can be ordered by a general or non-specialist healthcare provider.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Georgia,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Georgia,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Georgia,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,MED,Medical Drug,Max 90 mg Morphine Equivalent Dose per day,Covered with Condition
Network Health,Wisconsin ,QLC ,Quantity Limit per Course,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Georgia,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Georgia,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,ONC,Oncology,"For oncology indications, authorization request 
is to be reviewed by eviCore ",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Hawaii,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Hawaii,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Hawaii,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,OP,Opioid Program,"New prescriptions for opioid medications are limited 
to a smaller supply for the first prescription. Longer 
therapy requires prior authorization.",Covered with Condition
Network Health,Wisconsin ,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Hawaii,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Hawaii,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Idaho,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Idaho,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Idaho,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Network Health,Wisconsin ,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Idaho,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Idaho,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,Tier 4 ,Non-Preferred Drug,Specialty drugs or high-cost non-preferred brands,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Illinois,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Illinois,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Illinois,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,Tier 5,Specialty Tier,Some injectables and other high-cost drugs,Covered
Network Health,Wisconsin ,Tier 0 ,No copayment,"No copayment for those drugs that are used for prevention and are mandated by the Affordable Care Act. Select oral contraceptives, vitamin D, folic acid for women of child bearing age, over-the-counter (OTC) aspirin, and smoking cessation products may be covered under this tier. Certain age limits may apply.",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Illinois,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Illinois,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Indiana,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Indiana,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Indiana,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,Tier 2,Preferred Brand Drugs,Generic or brand drugs that the plan offers at a higher cost to you than Tier 1 Preferred Generic drugs,Covered
Network Health,Wisconsin ,Tier 3,Preferred Brand,This tier includes preferred brand-name drugs as well as some generic drugs.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Indiana,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Indiana,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Network Health,Wisconsin ,LA,Limited Availability,"Drugs are considered “limited access” if the FDA says the drug can only be given out by certain facilities, doctors or prescribers. These drugs may require extra handling, provider coordination or patient education that can’t be done at a network pharmacy.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Iowa,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Iowa,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Iowa,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Network Health,Wisconsin ,OTC,Over the Counter,An OTC drug is a non-prescription drug.,Covered with Condition
New Hampshire Healthy Families,New hampshire,QL,Quantity Limit,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Iowa,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Iowa,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
New Hampshire Healthy Families,New hampshire,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kansas,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kansas,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kansas,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
New Hampshire Healthy Families,New hampshire,NF,Non-formulary,This product is not covered unless you or your provider request an exception. Alternative medications are listed next to non covered product,Not Covered
New Hampshire Healthy Families,New hampshire,RX/OTC,Prescription and OTC,These drugs are made in both prescription form and Over the-counter (OTC) form.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kansas,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kansas,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
New Hampshire Healthy Families,New hampshire,SF,Split Fill,"Initially, certain medications may only be available in 15 day-supply increments until you are stabilized on the medication. After you have been taking the medication for 90 days, this restriction may no longer apply.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kentucky,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kentucky,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kentucky,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
New Hampshire Healthy Families,New hampshire,D/D+/C,Not applicable,"Medications on the formulary with D/D+/C may take
alternative copays for certain benefit designs. Please
consult your benefit documents for more information
",Covered
Neighborhood Health Plan of Rhode Island,Rhode Island,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kentucky,Delayed-rel,Delayed Release,"A drug formulation designed to release the active ingredient after a specific delay, usually past the stomach. It helps protect the drug from stomach acid and ensures targeted or timed delivery.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Kentucky,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Octave Blue cross blue shield,Arkansas,PA,Prior Authorization,"Our plan requires you or your prescriber to get prior authorization for certain drugs. This means that you will need to get approval from us before you fill your prescriptions. If you don’t get approval, we may not cover the drug.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Louisiana,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Louisiana,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Louisiana,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Octave Blue cross blue shield,Arkansas,QL,Quantity Limits,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered with Condition
Network Health,Wisconsin ,ST,Step Therapy,"In some cases, our plan requires you to first try certain drugs to treat your medical condition before we will cover another drug for that condition. For example, if Drug A and Drug B both treat your medical condition, we may not cover Drug B unless you try Drug A first. If Drug A does not work for you, we will then cover Drug B.",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Louisiana,delayed-rel,Delayed-release,"Delayed-release (also known as enteric-coated), refer to the reference brand listed for clarification",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Louisiana,ext-rel,Extended-release,"Extended-release (also known as sustained-release), refer to the reference brand listed for clarification",Covered
Octave Blue cross blue shield,Arkansas,OTC,Over the counter,An OTC drug is a non-prescription drug.,Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Maine,PA,Prior Authorization,"The Plan requires you or your physician to get prior authorization for certain drugs. 
This means that you will need to get approval from The Plan before you fill your prescriptions. If you 
don’t get approval, The Plan may not cover the drug. ",Covered
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Maine,ACSF,ADVANCED CONTROL SPECIALTY FORMULARY®,"The Funds has a preferred product program called the Advanced Control Specialty Formulary (ACSF). The preferred drugs in ACSF classes are available at the standard copay. If a non-preferred drug within these classes is selected, the prescriber will be asked to consider preferred drug(s) to be used before the non-preferred drug will be covered",Covered with Condition
UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT_BO,Maine,QL ,QUANTITY LIMITS,"For certain drugs, our plan limits the amount of the drug that we will cover. For example, our plan provides 30 tablets per 30 days per prescription for atorvastatin. This may be in addition to a standard one‑month or three‑month supply.",Covered
Presbyterian Healthcare,New Mexico,Tier 1,Preferred Generic ,Generic or brand drugs that are available at the lowest cost share for the plan,Covered
